StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q9,Q12
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,One of these is also a yarn,One of these is also a dax,One of these is also a fep
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID5""}","{""ImportId"":""QID9""}","{""ImportId"":""QID12""}"
2022-10-24 17:21:54,2022-10-24 17:22:11,Survey Preview,,100,16,True,2022-10-24 17:22:12,R_3HjcZ6iYHltVYrC,,,,,37.423,-122.1639,preview,EN,IM_eY8Vwfih2OynNCm,,
2022-10-24 17:22:53,2022-10-24 17:23:09,Survey Preview,,100,16,True,2022-10-24 17:23:10,R_3rODpojYbt2VdZs,,,,,37.423,-122.1639,preview,EN,,,IM_eY8Vwfih2OynNCm
2022-10-27 19:16:43,2022-10-27 19:16:56,Survey Preview,,100,12,True,2022-10-27 19:16:56,R_e3T1i59WRq5QSch,,,,,37.4651,-122.143,preview,EN,,,IM_enDeJ2onL1JrLP8
2022-10-27 23:33:04,2022-10-27 23:33:42,Survey Preview,,100,38,True,2022-10-27 23:33:43,R_3oQTpRL8qxdvTFN,,,,,37.423,-122.1639,preview,EN,IM_5A9xQWROP0v4aPA,,
2022-10-27 23:34:01,2022-10-27 23:34:25,Survey Preview,,100,24,True,2022-10-27 23:34:26,R_1Kqd9Vmu3XDbCLs,,,,,37.423,-122.1639,preview,EN,IM_eY8Vwfih2OynNCm,,
2022-10-28 10:55:20,2022-10-28 10:55:34,Survey Preview,,100,13,True,2022-10-28 10:55:34,R_3jepnGmQHfPAJRk,,,,,37.423,-122.1639,preview,EN,IM_eY8Vwfih2OynNCm,,
2022-10-28 17:59:43,2022-10-28 18:00:11,Survey Preview,,100,27,True,2022-10-28 18:00:12,R_AiVpHgFp44Nd3jP,,,,,37.423,-122.1639,preview,EN,IM_eY8Vwfih2OynNCm,,
2022-10-28 19:35:06,2022-10-28 19:35:22,Survey Preview,,100,16,True,2022-10-28 19:35:23,R_2TzAsITV7kaT7uY,,,,,37.423,-122.1639,preview,EN,,,IM_enDeJ2onL1JrLP8
2022-10-31 19:21:01,2022-10-31 19:21:28,Survey Preview,,100,26,True,2022-10-31 19:21:28,R_DOfHCBhEuUMM4ed,,,,,37.423,-122.1639,preview,EN,,IM_5A9xQWROP0v4aPA,
2022-11-18 14:36:17,2022-11-18 14:36:27,IP Address,171.66.13.3,100,9,True,2022-11-18 14:36:27,R_1o0DYGIVTkQjLe6,,,,,37.423,-122.1639,anonymous,EN,IM_enDeJ2onL1JrLP8,,
2022-11-18 16:47:08,2022-11-18 16:47:18,IP Address,68.65.175.4,100,9,True,2022-11-18 16:47:18,R_tYa4sE4fJKZa7wB,,,,,37.423,-122.1639,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-11-18 16:48:22,2022-11-18 16:48:27,IP Address,68.65.175.4,100,5,True,2022-11-18 16:48:28,R_1n6LlBkjq63k8DI,,,,,37.423,-122.1639,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-11-25 13:56:40,2022-11-25 13:57:12,IP Address,184.187.130.180,100,32,True,2022-11-25 13:57:13,R_yTK2CwTIadOHqTv,,,,,29.7821,-91.504,anonymous,EN,,IM_enDeJ2onL1JrLP8,
2022-11-25 13:58:42,2022-11-25 13:59:01,IP Address,75.118.148.89,100,19,True,2022-11-25 13:59:01,R_30qnxXdsbR7JjBQ,,,,,39.9581,-82.8068,anonymous,EN,IM_eY8Vwfih2OynNCm,,
