StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q5,Q9,Q12
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,One of these is also a yarn,One of these is also a dax,One of these is also a fep
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID5""}","{""ImportId"":""QID9""}","{""ImportId"":""QID12""}"
2022-12-01 14:36:30,2022-12-01 14:36:41,IP Address,104.184.111.178,100,10,True,2022-12-01 14:36:41,R_tPS5JUn9y463c2d,,,,,33.5687,-101.9002,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:36:41,2022-12-01 14:36:53,IP Address,67.171.174.199,100,11,True,2022-12-01 14:36:53,R_7Un8xvbW385kVln,,,,,45.3716,-122.7656,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:36:36,2022-12-01 14:36:56,IP Address,97.90.132.19,100,19,True,2022-12-01 14:36:57,R_3JCzmz9mzxi5lCr,,,,,34.0899,-118.0871,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:36:58,2022-12-01 14:37:13,IP Address,131.212.12.1,100,14,True,2022-12-01 14:37:13,R_3sjeoByAD3LqzPn,,,,,46.8119,-92.076,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:37:23,2022-12-01 14:37:35,IP Address,72.219.102.225,100,12,True,2022-12-01 14:37:35,R_3fTXQgvCmkPbjEd,,,,,33.6008,-117.8775,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:37:39,2022-12-01 14:37:46,IP Address,73.232.199.250,100,6,True,2022-12-01 14:37:46,R_VKEBvfxsnLhWT29,,,,,29.7228,-95.4251,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:37:31,2022-12-01 14:37:54,IP Address,107.77.234.19,100,22,True,2022-12-01 14:37:54,R_12i0FtmmOvVtlyO,,,,,37.751,-97.822,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:37:02,2022-12-01 14:37:59,IP Address,24.214.99.154,100,56,True,2022-12-01 14:37:59,R_27JehHGyfJzQiIE,,,,,32.3546,-86.2629,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:38:01,2022-12-01 14:38:14,IP Address,50.113.44.53,100,13,True,2022-12-01 14:38:15,R_2antO6jtaEu5vum,,,,,21.3133,-157.823,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:37:42,2022-12-01 14:38:14,IP Address,108.26.168.218,100,31,True,2022-12-01 14:38:15,R_30w6PCTys6brGzX,,,,,42.5639,-70.9463,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:38:05,2022-12-01 14:38:16,IP Address,98.186.209.123,100,10,True,2022-12-01 14:38:17,R_3n8XsEJX1QswUnA,,,,,36.8366,-76.1624,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:37:45,2022-12-01 14:38:32,IP Address,172.75.96.185,100,46,True,2022-12-01 14:38:32,R_27OPZ2begwsvV43,,,,,34.3789,-80.0831,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:38:18,2022-12-01 14:38:36,IP Address,75.82.34.125,100,18,True,2022-12-01 14:38:40,R_aa8X6n8m2zjnJOp,,,,,34.1004,-118.2946,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:38:49,2022-12-01 14:39:02,IP Address,73.197.116.221,100,12,True,2022-12-01 14:39:02,R_1owiKtxdFjztx7A,,,,,39.7897,-75.0355,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:38:47,2022-12-01 14:39:05,IP Address,160.3.173.246,100,17,True,2022-12-01 14:39:05,R_3HMKEqMmzBGV5Cs,,,,,43.6138,-116.3972,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:39:00,2022-12-01 14:39:21,IP Address,71.91.162.16,100,20,True,2022-12-01 14:39:21,R_2fpOMfTP2UrOyAC,,,,,32.8876,-97.2132,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:39:06,2022-12-01 14:39:39,IP Address,73.154.198.177,100,33,True,2022-12-01 14:39:40,R_xnPrcOM19aLFwbL,,,,,40.5457,-80.0508,anonymous,EN,,IM_enDeJ2onL1JrLP8,
2022-12-01 14:39:48,2022-12-01 14:40:22,IP Address,68.204.212.111,100,34,True,2022-12-01 14:40:23,R_1mK8HuWIFJlbWpx,,,,,28.5702,-81.3265,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:40:11,2022-12-01 14:40:23,IP Address,69.124.59.163,100,11,True,2022-12-01 14:40:23,R_1QyyYRj4sacoLnB,,,,,40.7701,-74.385,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:40:16,2022-12-01 14:40:35,IP Address,73.12.225.88,100,19,True,2022-12-01 14:40:36,R_yqlYw9rVR9cBp7P,,,,,37.3472,-120.6039,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:40:22,2022-12-01 14:40:41,IP Address,172.58.158.25,100,18,True,2022-12-01 14:40:41,R_OjOFjlJb50X74lz,,,,,35.2369,-80.8957,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:40:35,2022-12-01 14:40:50,IP Address,73.38.110.238,100,15,True,2022-12-01 14:40:51,R_UnIhmGqwbU6QseJ,,,,,41.7549,-70.7105,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:40:57,2022-12-01 14:41:14,IP Address,128.210.106.60,100,16,True,2022-12-01 14:41:14,R_ptOrpr08IOB3XQ5,,,,,40.4444,-86.9256,anonymous,EN,,IM_eY8Vwfih2OynNCm,
2022-12-01 14:41:01,2022-12-01 14:41:15,IP Address,24.3.222.247,100,13,True,2022-12-01 14:41:15,R_1g6eQvLKJQpHDNb,,,,,39.652,-79.9444,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:40:43,2022-12-01 14:41:15,IP Address,98.114.196.195,100,32,True,2022-12-01 14:41:15,R_24N1JsxNxeyZByY,,,,,40.0146,-75.7136,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:40:59,2022-12-01 14:41:37,IP Address,99.118.164.166,100,38,True,2022-12-01 14:41:38,R_3kAEK5LO7WZ5n1D,,,,,39.1344,-94.6809,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:41:29,2022-12-01 14:41:40,IP Address,172.2.58.14,100,10,True,2022-12-01 14:41:40,R_3EZ4KUbm2RP62Wm,,,,,34.2296,-80.7147,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:41:34,2022-12-01 14:41:43,IP Address,24.95.141.159,100,9,True,2022-12-01 14:41:43,R_AdQSslgJGkCsCRj,,,,,37.5783,-84.2741,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:41:26,2022-12-01 14:41:46,IP Address,173.173.199.237,100,20,True,2022-12-01 14:41:46,R_3n7eqTvbbdsJoP5,,,,,26.1966,-97.6912,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:41:51,2022-12-01 14:42:03,IP Address,67.251.10.148,100,12,True,2022-12-01 14:42:04,R_tEXKInk69mMyRpL,,,,,44.943,-68.675,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:41:45,2022-12-01 14:42:07,IP Address,65.186.72.96,100,22,True,2022-12-01 14:42:08,R_RmADRzb1tnCk8UN,,,,,39.494,-80.2221,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:42:08,2022-12-01 14:42:23,IP Address,67.84.160.40,100,15,True,2022-12-01 14:42:23,R_0ibg58CdzjoDgBz,,,,,40.873,-73.8233,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:42:00,2022-12-01 14:42:23,IP Address,68.34.87.133,100,23,True,2022-12-01 14:42:23,R_27wcEw1qmiOh25t,,,,,42.7377,-84.5239,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:42:04,2022-12-01 14:42:29,IP Address,68.134.199.10,100,25,True,2022-12-01 14:42:30,R_8kXn3pfJ5GxDNyF,,,,,39.1658,-76.6382,anonymous,EN,IM_eY8Vwfih2OynNCm,,
2022-12-01 14:42:19,2022-12-01 14:42:36,IP Address,74.10.142.162,100,17,True,2022-12-01 14:42:37,R_2xXFPjgZC6ikd0u,,,,,40.7876,-74.06,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:42:43,2022-12-01 14:42:52,IP Address,173.168.164.47,100,8,True,2022-12-01 14:42:52,R_1prDPFt8NOIgPFN,,,,,28.0406,-82.3951,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:42:47,2022-12-01 14:42:59,IP Address,71.79.26.79,100,11,True,2022-12-01 14:42:59,R_eS7Zt7HaXgVi6zL,,,,,39.3202,-84.552,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:41:46,2022-12-01 14:43:12,IP Address,172.58.180.76,100,86,True,2022-12-01 14:43:13,R_3PsIBIPizBNLmj5,,,,,32.8687,-96.8626,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:43:07,2022-12-01 14:43:20,IP Address,24.144.59.164,100,12,True,2022-12-01 14:43:21,R_PIFtPeJjZqLWryV,,,,,35.0812,-92.4722,anonymous,EN,IM_eY8Vwfih2OynNCm,,
2022-12-01 14:43:28,2022-12-01 14:43:45,IP Address,73.223.35.51,100,16,True,2022-12-01 14:43:45,R_3ex0k7hBBsNSOUa,,,,,37.7201,-121.919,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:43:36,2022-12-01 14:43:46,IP Address,47.229.86.176,100,10,True,2022-12-01 14:43:46,R_3Pz6O5uxJcYq3pi,,,,,34.011,-118.1145,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:43:34,2022-12-01 14:43:55,IP Address,206.248.212.195,100,21,True,2022-12-01 14:43:56,R_31uQ56y8pK5GH9j,,,,,37.3825,-79.2181,anonymous,EN,,IM_eY8Vwfih2OynNCm,
2022-12-01 14:43:45,2022-12-01 14:43:57,IP Address,23.241.117.181,100,12,True,2022-12-01 14:43:58,R_1GUlPHqEmJmz2mP,,,,,33.9955,-118.4644,anonymous,EN,,,IM_enDeJ2onL1JrLP8
2022-12-01 14:43:47,2022-12-01 14:44:01,IP Address,65.128.140.235,100,14,True,2022-12-01 14:44:01,R_392GF8T987vEYKt,,,,,44.9548,-93.1551,anonymous,EN,IM_eY8Vwfih2OynNCm,,
2022-12-01 14:44:00,2022-12-01 14:44:08,IP Address,24.121.40.239,100,8,True,2022-12-01 14:44:09,R_1go4ptjDFXVey1L,,,,,36.1549,-116.0177,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:44:36,2022-12-01 14:44:56,IP Address,104.230.208.211,100,20,True,2022-12-01 14:44:57,R_1rDmZrbLwQ8WdUy,,,,,40.081,-82.9383,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:44:39,2022-12-01 14:44:56,IP Address,99.189.157.78,100,17,True,2022-12-01 14:44:57,R_1jg0tWlZXRkzQUs,,,,,35.5637,-97.6408,anonymous,EN,IM_5A9xQWROP0v4aPA,,
2022-12-01 14:44:36,2022-12-01 14:44:57,IP Address,172.58.136.247,100,20,True,2022-12-01 14:44:59,R_ZwXOeelpFqDeTcZ,,,,,43.0026,-87.9417,anonymous,EN,,IM_5A9xQWROP0v4aPA,
2022-12-01 14:54:16,2022-12-01 14:54:52,IP Address,99.181.57.4,100,36,True,2022-12-01 14:54:52,R_NXBMlQwvSfcCazL,,,,,29.2866,-81.0869,anonymous,EN,,,IM_5A9xQWROP0v4aPA
